Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Available/Capacity,Credits,Academic Level,Monday,Tuesday,Wednesday,Thursday,Friday,Lecture,Lab,Seminar,DE,Morning,Afternoon,# of Meetings
Fall 2022,Open,ANSC*3120*0104 (6645) Animal Nutrition,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nMACN, Room 105', 'LAB Thur\n09:30AM - 11:20AM\nANNU, Room 102']",D. Bureau,6 / 49,0.50,Undergraduate,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Open,ANSC*3120*0105 (6646) Animal Nutrition,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nMACN, Room 105', 'LAB Tues\n02:30PM - 04:20PM\nANNU, Room 102']",D. Bureau,8 / 49,0.50,Undergraduate,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,4
Fall 2022,Closed,ANSC*4010*01 (6647) Animal Welfare Judging & Eval,Guelph,"['LAB Wed\n05:30PM - 08:20PM\nANNU, Room 101', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/12)\nRoom TBA']","T. Widowski, D. Haley",0 / 20,0.50,Undergraduate,,,Yes,,,,Yes,,,,Yes,1
Fall 2022,Open,ANSC*4040*0101 (6648) Digital Tech Animal Production,Guelph,"['LEC Mon, Wed\n01:30PM - 02:20PM\nANNU, Room 030', 'LAB Fri\n02:30PM - 05:20PM\nANNU, Room 030']",J. St-Pierre,5 / 20,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,3
Fall 2022,Open,ANSC*4050*0101 (6649) Biotechnology in Animal Sci,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMCKN, Room 115', 'LAB Wed\n08:30AM - 10:20AM\nANNU, Room 110', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",J. Li,1 / 37,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,ANSC*4050*0102 (6650) Biotechnology in Animal Sci,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMCKN, Room 115', 'LAB Wed\n10:30AM - 12:20PM\nANNU, Room 110', 'EXAM Mon\n11:30AM - 01:30PM (2022/12/05)\nRoom TBA']",J. Li,0 / 37,0.50,Undergraduate,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,ANSC*4230*01 (6651) Challenges & Opps in Dairy Cat,Guelph,"['LAB Mon\n11:30AM - 02:20PM\nANNU, Room 102']",T. DeVries,0 / 24,0.50,Undergraduate,Yes,,,,,,Yes,,,Yes,Yes,1
Fall 2022,Open,ANSC*4270*0101 (6652) Dairy Cattle Nutrition,Guelph,"['LEC Mon, Fri\n09:30AM - 10:20AM\nANNU, Room 156', 'LAB Wed\n02:30PM - 05:20PM\nANNU, Room 156', 'EXAM Wed\n08:30AM - 10:30AM (2022/12/07)\nRoom TBA']",M. Steele,2 / 60,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,3
Fall 2022,Open,ANSC*4280*01 (6653) Poultry Nutrition,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nANNU, Room 030']",E. Kiarie,1 / 37,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ANSC*4290*01 (6654) Swine Nutrition,Guelph,"['LEC Mon, Fri\n11:30AM - 12:50PM\nANNU, Room 030', 'EXAM Tues\n08:30AM - 10:30AM (2022/12/13)\nRoom TBA']",L. Huber,16 / 36,0.50,Undergraduate,Yes,,,,Yes,Yes,,,,Yes,Yes,2
Fall 2022,Open,ANSC*4560*01 (6655) Pet Nutrition,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nLA, Room 204']",J. Guazzelli Pezzali,27 / 140,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,ANSC*4700*01 (6656) Research in Animal Biology I,Guelph,['LAB Days TBA\nTimes TBA\nRoom TBA'],J. Li,14 / 40,0.50,Undergraduate,,,,,,,Yes,,,,,0
Fall 2022,Open,ANSC*4710*01 (6657) Research in Animal Biology II,Guelph,['LAB Days TBA\nTimes TBA\nRoom TBA'],J. Li,7 / 10,0.50,Undergraduate,,,,,,,Yes,,,,,0
Fall 2022,Closed,ANSC*6010*01 (6658) Comparative Animal Nutrition,Guelph,"['LEC Mon\n02:30PM - 05:20PM\nANNU, Room 101']",J. Atkinson,0 / 16,0.50,Graduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Open,ANSC*6030*01 (6659) Modelling Metabolic Processes,Guelph,"['LEC Tues\n02:30PM - 05:20PM\nROZH, Room 107']",J. Cant,10 / 20,0.50,Graduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Open,ANSC*6100*01 (6660) Special Project,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],N. Karrow,16 / 20,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANSC*6330*0101 (6661) Topics in Comp Bio & Bioinfo,Guelph,"['LEC Mon, Wed\n04:00PM - 05:20PM\nMCKN, Room 316', 'LAB Wed\n09:30AM - 11:20AM\nANNU, Room 101']",D. Tulpan,16 / 18,0.50,Graduate,Yes,,Yes,,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,ANSC*6330*AU01 (0506) Topics in Comp Bio & Bioinfo,Guelph,[],TBA  TBA,0 / 0,0.00,Graduate,,,,,,,,,,,,0
Fall 2022,Open,ANSC*6370*01 (6662) Quant Genetics & Animal Models,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nANNU, Room 030']",F. Schenkel,15 / 20,0.50,Graduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,ANSC*6440*01 (6663) Advanced Applied Ethology,Guelph,"['LEC Fri\n10:30AM - 01:20PM\nANNU, Room 101']",T. Widowski,3 / 20,0.50,Graduate,,,,,Yes,Yes,,,,Yes,Yes,1
Fall 2022,Open,ANSC*6460*01 (6664) Lactation Biology,Guelph,"['LEC Mon, Wed, Fri\n09:30AM - 10:20AM\nANNU, Room 030']",J. Cant,11 / 15,0.50,Graduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Open,ANSC*6470*01 (6665) Advanced Animal Nutrition I,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nANNU, Room 002']",M. Fan,9 / 20,0.50,Graduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ANSC*6610*01 (6666) Communication and Development,Guelph,"['LEC Mon\n11:30AM - 12:50PM\nALEX, Room 218']",M. Steele,13 / 58,0.50,Graduate,Yes,,,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,ANSC*6700*01 (6667) Animals in Society,Guelph,"['LEC Tues\n11:30AM - 02:20PM\nANNU, Room 101']",TBA  TBA,2 / 20,0.50,Graduate,,Yes,,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,ANSC*6900*01 (6668) Major Paper in ANSC,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],N. Karrow,19 / 25,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,ANTH*1120*01 (6669) Biological Anthropology,Guelph,"['LEC Thur\n07:00PM - 09:50PM\nROZH, Room 102', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",T. Steffens,0 / 120,0.50,Undergraduate,,,,Yes,,Yes,,,,,Yes,1
Fall 2022,Open,ANTH*1150*01 (6670) Introduction to Anthropology,Guelph,"['LEC Mon\n07:00PM - 09:50PM\nWMEM, Room 103', 'EXAM Thur\n08:30AM - 10:30AM (2022/12/15)\nRoom TBA']",L. Sneyd,9 / 450,0.50,Undergraduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Closed,ANTH*1150*02 (6671) Introduction to Anthropology,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nROZH, Room 104']",D. Rose,0 / 450,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,ANTH*2230*01 (6672) Regional Ethnography,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nRICH, Room 2529']",S. Kawano,12 / 110,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,ANTH*3650*01 (6673) Indig Peoples of Pre-Canada,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nMCKN, Room 238']",T. McIlwraith,11 / 40,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,ANTH*3690*01 (6674) Engaging Anthro Theory,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMCKN, Room 314']",K. Gagne,7 / 35,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ANTH*3950*01 (6675) Special Projects in Anthro,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,4 / 5,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*4300*01 (6676) Anthropological Issues,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMACN, Room 201']",S. Kawano,7 / 12,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ANTH*4550*01 (6677) Anthropology of Health,Guelph,"['LEC Mon\n11:30AM - 02:20PM\nMACN, Room 202']",E. Finnis,11 / 20,0.50,Undergraduate,Yes,,,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,ANTH*4640*01 (6678) Seminar in Anthropology,Guelph,"['LEC Tues, Thur\n02:30PM - 03:50PM\nGRHM, Room 2302']",T. Steffens,10 / 12,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Open,ANTH*4880*01 (6679) Special Proj. in Anthropology,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,3 / 5,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*4890*01 (6680) Special Proj. in Anthropology,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*4900*01 (6681) Honours Anthropology Thesis I,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*4910*01 (6682) Honours Anthropology Thesis II,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*6000*01 (6683) Public Issues Anthropology,Guelph,"['LEC Mon\n11:30AM - 02:20PM\nMCKN, Room 261']",T. McIlwraith,5 / 12,0.50,Graduate,Yes,,,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,ANTH*6080*01 (6684) Anthropological Theory,Guelph,"['LEC Wed\n07:00PM - 09:50PM\nMCKN, Room 059']",R. Sylvain,5 / 12,0.50,Graduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Open,ANTH*6460*01 (6685) Gender & Development,Guelph,"['LEC Mon\n07:00PM - 09:50PM\nMCKN, Room 119']",R. Sylvain,2 / 3,0.50,Graduate,Yes,,,,,Yes,,,,,Yes,1
Fall 2022,Open,ANTH*6550*01 (6686) Topics in Theory & Research,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*6600*01 (6687) Reading Course,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,5 / 5,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*6660*01 (6688) Major Paper,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,2 / 5,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ANTH*6700*01 (6689) Pro-Seminar,Guelph,"['LEC Fri\n11:30AM - 02:20PM\nALEX, Room 028']",TBA  TBA,1 / 8,0.00,Graduate,,,,,Yes,Yes,,,,Yes,Yes,1
Fall 2022,Open,ARTH*1510*01 (6690) Art Historical Studies I,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nMACN, Room 105']",D. Marner,44 / 250,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ARTH*2060*01 (6691) Indigenous Arts in the Americ,Guelph,"['LEC Mon, Wed\n02:30PM - 03:50PM\nMCKN, Room 114', 'EXAM Sat\n11:30AM - 01:30PM (2022/12/10)\nRoom TBA']",TBA  TBA,25 / 72,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Closed,ARTH*2150*01 (6692) Art & Archaeology of Greece,Guelph,"['LEC Mon, Wed, Fri\n10:30AM - 11:20AM\nMCKN, Room 114', 'EXAM Mon\n08:30AM - 10:30AM (2022/12/05)\nRoom TBA']",A. Sherwood,0 / 35,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,3
Fall 2022,Open,ARTH*2220*01 (6693) The Visual Arts Today,Guelph,"['LEC Mon, Wed\n04:00PM - 05:20PM\nMCKN, Room 114']",S. Douglas,12 / 72,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Open,ARTH*2480*01 (6694) Intro Art Theory & Criticism,Guelph,"['LEC Mon, Wed\n10:00AM - 11:20AM\nMCKN, Room 116']",A. Boetzkes,23 / 72,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ARTH*2540*01 (6695) Medieval Art,Guelph,"['LEC Tues, Thur\n01:00PM - 02:20PM\nMCKN, Room 114']",D. Marner,16 / 72,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,,Yes,2
Fall 2022,Closed,ARTH*3010*01 (6696) Contemporary Canadian Art,Guelph,"['LEC Mon, Wed\n11:30AM - 12:50PM\nMCKN, Room 114']",TBA  TBA,0 / 60,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,Yes,Yes,2
Fall 2022,Closed,ARTH*3340*01 (6697) Renaissance & Baroque Art,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nMCKN, Room 114']",M. Meyer,0 / 60,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ARTH*3620*01 (6698) Museum Studies,Guelph,"['LEC Mon, Wed\n01:00PM - 02:20PM\nMCKN, Room 114']",S. Douglas,8 / 50,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Open,ARTH*4320*01 (6699) Art & Visual Culture II,Guelph,"['LEC Wed\n02:30PM - 05:20PM\nALEX, Room 286']",A. Boetzkes,6 / 15,1.00,Undergraduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Closed,ARTH*4340*01 (6700) Art & Visual Culture IV,Guelph,"['LEC Thur\n02:30PM - 05:20PM\nALEX, Room 286']",S. McCabe,0 / 10,1.00,Undergraduate,,,,Yes,,Yes,,,,,Yes,1
Fall 2022,Open,ARTH*4600*01 (6701) Individual Study - Art History,Guelph,['SEM Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,19 / 20,0.50,Undergraduate,,,,,,,,Yes,,,,0
Fall 2022,Open,ARTH*4800*01 (6702) Experiential Learning,Guelph,['SEM Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,20 / 20,0.50,Undergraduate,,,,,,,,Yes,,,,0
Fall 2022,Closed,ASCI*1110*0101 (6703) Society and Inquiry I,Guelph,"['LEC Mon\n04:30PM - 05:20PM\nMCKN, Room 230', 'SEM Tues\n01:30PM - 02:20PM\nMACS, Room 301']",M. Burns,0 / 22,0.50,Undergraduate,Yes,Yes,,,,Yes,,Yes,,,Yes,2
Fall 2022,Closed,ASCI*1110*0102 (6704) Society and Inquiry I,Guelph,"['LEC Mon\n04:30PM - 05:20PM\nMCKN, Room 230', 'SEM Fri\n04:30PM - 05:20PM\nMINS, Room 128']",M. Burns,0 / 22,0.50,Undergraduate,Yes,,,,Yes,Yes,,Yes,,,Yes,2
Fall 2022,Closed,ASCI*1110*0203 (6705) Society and Inquiry I,Guelph,"['LEC Mon\n10:30AM - 11:20AM\nMCKN, Room 231', 'SEM Thur\n11:30AM - 12:20PM\nMCKN, Room 316']",M. Burns,0 / 22,0.50,Undergraduate,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,ASCI*1110*0204 (6706) Society and Inquiry I,Guelph,"['LEC Mon\n10:30AM - 11:20AM\nMCKN, Room 231', 'SEM Wed\n01:30PM - 02:20PM\nMCKN, Room 304']",M. Burns,0 / 22,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,ASCI*1110*0305 (6707) Society and Inquiry I,Guelph,"['LEC Mon\n01:30PM - 02:20PM\nMCKN, Room 230', 'SEM Fri\n10:30AM - 11:20AM\nROZH, Room 109']",M. Burns,0 / 22,0.50,Undergraduate,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,ASCI*1110*0306 (6708) Society and Inquiry I,Guelph,"['LEC Mon\n01:30PM - 02:20PM\nMCKN, Room 230', 'SEM Wed\n02:30PM - 03:20PM\nROZH, Room 107']",M. Burns,0 / 22,0.50,Undergraduate,Yes,,Yes,,,Yes,,Yes,,,Yes,2
Fall 2022,Closed,ASCI*1110*0407 (9435) Society and Inquiry I,Guelph,"['LEC Tues\n09:30AM - 10:20AM\nMCKN, Room 232', 'SEM Thur\n03:30PM - 04:20PM\nROZH, Room 108']",M. Burns,0 / 22,0.50,Undergraduate,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,ASCI*1110*0408 (9436) Society and Inquiry I,Guelph,"['LEC Tues\n09:30AM - 10:20AM\nMCKN, Room 232', 'SEM Fri\n10:30AM - 11:20AM\nMCKN, Room 304']",M. Burns,0 / 22,0.50,Undergraduate,,Yes,,,Yes,Yes,,Yes,,Yes,Yes,2
Fall 2022,Closed,ASCI*2050*0101 (6709) Uses of Knowledge,Guelph,"['LEC Mon, Wed\n01:00PM - 02:20PM\nROZH, Room 105', 'SEM Thur\n10:30AM - 11:20AM\nMCKN, Room 305', 'EXAM Fri\n02:30PM - 04:30PM (2022/12/16)\nRoom TBA']",M. Goldenberg,0 / 25,0.50,Undergraduate,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,3
Fall 2022,Closed,ASCI*2050*0102 (6710) Uses of Knowledge,Guelph,"['LEC Mon, Wed\n01:00PM - 02:20PM\nROZH, Room 105', 'SEM Fri\n04:30PM - 05:20PM\nMINS, Room 101', 'EXAM Fri\n02:30PM - 04:30PM (2022/12/16)\nRoom TBA']",M. Goldenberg,0 / 25,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,3
Fall 2022,Closed,ASCI*2050*0203 (6711) Uses of Knowledge,Guelph,"['LEC Mon, Wed\n04:00PM - 05:20PM\nMCKN, Room 232', 'SEM Fri\n03:30PM - 04:20PM\nROZH, Room 109', 'EXAM Fri\n02:30PM - 04:30PM (2022/12/16)\nRoom TBA']",M. Goldenberg,0 / 25,0.50,Undergraduate,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,3
Fall 2022,Closed,ASCI*2050*0204 (6712) Uses of Knowledge,Guelph,"['LEC Mon, Wed\n04:00PM - 05:20PM\nMCKN, Room 232', 'SEM Thur\n02:30PM - 03:20PM\nMCKN, Room 309', 'EXAM Fri\n02:30PM - 04:30PM (2022/12/16)\nRoom TBA']",M. Goldenberg,0 / 25,0.50,Undergraduate,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,3
Fall 2022,Open,ASCI*3100*01 (6713) Science Communication,Guelph,"['LEC Mon, Wed\n11:30AM - 12:50PM\nMCKN, Room 234']",A. Souchen,13 / 40,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ASCI*3700*01 (0486) Independent Stds in Arts/Sci,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,7 / 10,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ASCI*4020*01 (6714) Topics in Arts & Sci Research,Guelph,"['LEC Mon, Wed\n02:30PM - 03:50PM\nMCKN, Room 310']",S. Holligan,1 / 35,0.50,Undergraduate,Yes,,Yes,,,Yes,,,,,Yes,2
Fall 2022,Open,ASCI*4030*01 (6715) Topics in Arts & Sci Research,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nMCKN, Room 305']",N. Evans,3 / 35,0.50,Undergraduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,ASCI*4700*01 (0487) Independent Stds in Arts/Sci,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,7 / 10,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,ASCI*4710*01 (0488) Independent Stds in Arts/Sci,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,10 / 10,0.50,Undergraduate,,,,,,Yes,,,,,,0
Fall 2022,Open,AVC*6100*01 (6716) Proseminar: Critical Methods I,Guelph,"['LEC Tues\n02:30PM - 05:20PM\nALEX, Room 286']",TBA  TBA,9 / 15,0.50,Graduate,,Yes,,,,Yes,,,,,Yes,1
Fall 2022,Open,AVC*6300*01 (6717) Topics Art Hist/Visual Culture,Guelph,"['LEC Wed\n11:30AM - 02:20PM\nALEX, Room 286']",TBA  TBA,9 / 15,0.50,Graduate,,,Yes,,,Yes,,,,Yes,Yes,1
Fall 2022,Open,AVC*6320*01 (6718) Topics in AVC II,Guelph,"['LEC Wed\n02:30PM - 05:20PM\nALEX, Room 286']",A. Boetzkes,13 / 15,0.50,Graduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Open,AVC*6340*01 (6719) Topics in AVC IV,Guelph,"['LEC Thur\n02:30PM - 05:20PM\nALEX, Room 286']",S. McCabe,10 / 10,0.50,Graduate,,,,Yes,,Yes,,,,,Yes,1
Fall 2022,Open,AVC*6500*01 (6720) Directed Reading,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,10 / 10,0.50,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,AVC*6800*01 (6721) AHVC Major Research Paper,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],TBA  TBA,8 / 10,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,BINF*6210*01 (6722) Bioinformatics Software Tools,Guelph,"['LEC Tues, Thur\n11:30AM - 12:50PM\nSSC, Room 1306']",D. Steinke,0 / 40,0.50,Graduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,BINF*6410*01 (6723) Bioinformatics Programming,Guelph,"['LEC Tues, Thur\n10:00AM - 11:20AM\nSSC, Room 1306']",L. Lukens,12 / 40,0.50,Graduate,,Yes,,Yes,,Yes,,,,Yes,Yes,2
Fall 2022,Open,BINF*6500*01 (6724) PhD Research Writing,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],S. Adamowicz,40 / 40,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Open,BINF*6890*01 (6725) Topics in Bioinformatics,Guelph,"['LEC Wed\n12:30PM - 03:20PM\nSSC, Room 1306']",D. Steinke,15 / 40,0.50,Graduate,,,Yes,,,Yes,,,,,Yes,1
Fall 2022,Open,BINF*6999*01 (6726) Bioinformatics Masters Project,Guelph,['LEC Days TBA\nTimes TBA\nRoom TBA'],"A. Hamilton-Wright, S. Adamowicz",36 / 40,1.00,Graduate,,,,,,Yes,,,,,,0
Fall 2022,Closed,BIOC*2580*0101 (6727) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Mon\n02:30PM - 05:20PM\nSSC, Room 3110', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,0 / 23,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Open,BIOC*2580*0102 (6728) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Mon\n10:30AM - 01:20PM\nSSC, Room 3110', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,1 / 23,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,BIOC*2580*0103 (6729) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Mon\n02:30PM - 05:20PM\nSSC, Room 3111', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,0 / 24,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,BIOC*2580*0104 (6730) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Mon\n10:30AM - 01:20PM\nSSC, Room 3112', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,0 / 23,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,BIOC*2580*0105 (6731) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Mon\n02:30PM - 05:20PM\nSSC, Room 3112', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,0 / 23,0.50,Undergraduate,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,BIOC*2580*0107 (6732) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Tues\n10:00AM - 12:50PM\nSSC, Room 3110', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,0 / 23,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,BIOC*2580*0109 (6733) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Tues\n10:00AM - 12:50PM\nSSC, Room 3111', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,0 / 24,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
Fall 2022,Closed,BIOC*2580*0111 (6734) Introduction to Biochemistry,Guelph,"['LEC Tues, Thur\n08:30AM - 09:50AM\nWMEM, Room 103', 'LAB Tues\n10:00AM - 12:50PM\nSSC, Room 3112', 'EXAM Wed\n02:30PM - 04:30PM (2022/12/14)\nRoom TBA']",E. Wijekoon,0 / 23,0.50,Undergraduate,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,3
